"","District_orig","County","election_id","office_id","candidate_id","candidate_name","first_name","last_name","prefix","suffix","gender","race","ethinicity","age","incumbent"
"1","Bartholomew (9th Circuit)","Bartholomew","IN_2010-05-04_PRI","TC2_Bartholomew_9_1",NA,"Stephen R. (Steve) Heimann","Stephen","Heimann",NA,NA,NA,NA,NA,NA,NA
"2","Crawford (77th Circuit)","Crawford","IN_2010-05-04_PRI","TC2_Crawford_77_1",NA,"Kenneth Lynn Lopp","Kenneth","Lopp",NA,NA,NA,NA,NA,NA,NA
"3","Dearborn/Ohio (7th Cir.)","Dearborn","IN_2010-05-04_PRI","TC2_Dearborn_7_1",NA,"James D. Humphrey","James","Humphrey",NA,NA,NA,NA,NA,NA,NA
"4","Blackford County","Blackford","IN_2010-05-04_PRI","TC1_Blackford_1_1",NA,"Nick Barry","Nick","Barry",NA,NA,NA,NA,NA,NA,NA
"5","DeKalb (75th Circuit)","DeKalb","IN_2010-05-04_PRI","TC2_DeKalb_75_1",NA,"Kirk D. Carpenter","Kirk","Carpenter",NA,NA,NA,NA,NA,NA,NA
"6","Delaware Ct. 1(46th Cir.)","Delaware","IN_2010-05-04_PRI","TC2_Delaware_46_1",NA,"Marianne Lafferty Vorhees","Marianne","Vorhees",NA,NA,NA,NA,NA,NA,NA
"7","Cass County, Court 1","Cass","IN_2010-05-04_PRI","TC1_Cass_1_1",NA,"Thomas C. Perrone","Thomas","Perrone",NA,NA,NA,NA,NA,NA,NA
"8","Elkhart (34th Circuit)","Elkhart","IN_2010-05-04_PRI","TC2_Elkhart_34_1",NA,"Terry C. Shewmaker","Terry","Shewmaker",NA,NA,NA,NA,NA,NA,NA
"9","Dubois County","Dubois","IN_2010-05-04_PRI","TC1_Dubois_1_1",NA,"Michael A. Fritch","Michael","Fritch",NA,NA,NA,NA,NA,NA,NA
"10","Dubois County","Dubois","IN_2010-05-04_PRI","TC1_Dubois_1_1",NA,"Mark R. McConnell","Mark","McConnell",NA,NA,NA,NA,NA,NA,NA
"11","Adams (26th Circuit)","Adams","IN_2010-05-04_PRI","DA_Adams_26_1",NA,"Christopher E. Harvey","Christopher","Harvey",NA,NA,NA,NA,NA,NA,NA
"12","Allen (38th Circuit)","Allen","IN_2010-05-04_PRI","DA_Allen_38_1",NA,"Karen E. Richards","Karen","Richards",NA,NA,NA,NA,NA,NA,NA
"13","Bartholomew (9th Circuit)","Bartholomew","IN_2010-05-04_PRI","DA_Bartholomew_9_1",NA,"William M. (Bill) Nash","William","Nash",NA,NA,NA,NA,NA,NA,NA
"14","Benton (76th Circuit)","Benton","IN_2010-05-04_PRI","DA_Benton_76_1",NA,"John C. Wright","John","Wright",NA,NA,NA,NA,NA,NA,NA
"15","Blackford (71st Circuit)","Blackford","IN_2010-05-04_PRI","DA_Blackford_71_1",NA,"Kevin N. Basey","Kevin","Basey",NA,NA,NA,NA,NA,NA,NA
"16","Boone (20th Circuit)","Boone","IN_2010-05-04_PRI","DA_Boone_20_1",NA,"Todd J. Meyer","Todd","Meyer",NA,NA,NA,NA,NA,NA,NA
"17","Brown (88th Circuit)","Brown","IN_2010-05-04_PRI","DA_Brown_88_1",NA,"James R. Oliver","James","Oliver",NA,NA,NA,NA,NA,NA,NA
"18","Carroll (74th Circuit)","Carroll","IN_2010-05-04_PRI","DA_Carroll_74_1",NA,"James Ackermann","James","Ackermann",NA,NA,NA,NA,NA,NA,NA
"19","Carroll (74th Circuit)","Carroll","IN_2010-05-04_PRI","DA_Carroll_74_1",NA,"Robert T. (Rob) Ives","Robert","Ives",NA,NA,NA,NA,NA,NA,NA
"20","Carroll (74th Circuit)","Carroll","IN_2010-05-04_PRI","DA_Carroll_74_1",NA,"Tricia L. Thompson","Tricia","Thompson",NA,NA,NA,NA,NA,NA,NA
"21","Cass (29th Circuit)","Cass","IN_2010-05-04_PRI","DA_Cass_29_1",NA,"Kevin S. Enyeart","Kevin","Enyeart",NA,NA,NA,NA,NA,NA,NA
"22","Clark (4th Circuit)","Clark","IN_2010-05-04_PRI","DA_Clark_4_1",NA,"Steven D. Stewart","Steven","Stewart",NA,NA,NA,NA,NA,NA,NA
"23","Clay (13th Circuit)","Clay","IN_2010-05-04_PRI","DA_Clay_13_1",NA,"Charles Hear","Charles","Hear",NA,NA,NA,NA,NA,NA,NA
"24","Clay (13th Circuit)","Clay","IN_2010-05-04_PRI","DA_Clay_13_1",NA,"B. Lee Reberger, Jr.","B.","Reberger",NA,NA,NA,NA,NA,NA,NA
"25","Clay (13th Circuit)","Clay","IN_2010-05-04_PRI","DA_Clay_13_1",NA,"Robert Alex Pell","Robert","Pell",NA,NA,NA,NA,NA,NA,NA
"26","Clinton (45th Circuit)","Clinton","IN_2010-05-04_PRI","DA_Clinton_45_1",NA,"Anthony J. Sommer","Anthony","Sommer",NA,NA,NA,NA,NA,NA,NA
"27","Crawford (77th Circuit)","Crawford","IN_2010-05-04_PRI","DA_Crawford_77_1",NA,"Cheryl J. Hillenburg","Cheryl","Hillenburg",NA,NA,NA,NA,NA,NA,NA
"28","Crawford (77th Circuit)","Crawford","IN_2010-05-04_PRI","DA_Crawford_77_1",NA,"Lester V. Shelton","Lester","Shelton",NA,NA,NA,NA,NA,NA,NA
"29","Daviess (49th Circuit)","Daviess","IN_2010-05-04_PRI","DA_Daviess_49_1",NA,"Dan Murrie","Dan","Murrie",NA,NA,NA,NA,NA,NA,NA
"30","Dearborn & Ohio(7th Cir.)","Dearborn","IN_2010-05-04_PRI","DA_Dearborn_7_1",NA,"Aaron Negangard","Aaron","Negangard",NA,NA,NA,NA,NA,NA,NA
"31","Decatur (69th Circuit)","Decatur","IN_2010-05-04_PRI","DA_Decatur_69_1",NA,"James B. Rosenberry","James","Rosenberry",NA,NA,NA,NA,NA,NA,NA
"32","DeKalb (75th Circuit)","DeKalb","IN_2010-05-04_PRI","DA_DeKalb_75_1",NA,"ClaraMary Winebrenner","ClaraMary","Winebrenner",NA,NA,NA,NA,NA,NA,NA
"33","Delaware (46th Circuit)","Delaware","IN_2010-05-04_PRI","DA_Delaware_46_1",NA,"J. A. Cummins","J.","Cummins",NA,NA,NA,NA,NA,NA,NA
"34","Delaware (46th Circuit)","Delaware","IN_2010-05-04_PRI","DA_Delaware_46_1",NA,"Mark R. McKinney","Mark","McKinney",NA,NA,NA,NA,NA,NA,NA
"35","Dubois (57th Circuit)","Dubois","IN_2010-05-04_PRI","DA_Dubois_57_1",NA,"Deborah L. Schroeder Dysert","Deborah","Dysert",NA,NA,NA,NA,NA,NA,NA
"36","Dubois (57th Circuit)","Dubois","IN_2010-05-04_PRI","DA_Dubois_57_1",NA,"Kurt Leinenbach","Kurt","Leinenbach",NA,NA,NA,NA,NA,NA,NA
"37","Dubois (57th Circuit)","Dubois","IN_2010-05-04_PRI","DA_Dubois_57_1",NA,"Kevin D. Crouse","Kevin","Crouse",NA,NA,NA,NA,NA,NA,NA
"38","Elkhart (34th Circuit)","Elkhart","IN_2010-05-04_PRI","DA_Elkhart_34_1",NA,"Curtis T. Hill, Jr.","Curtis","Hill",NA,NA,NA,NA,NA,NA,NA
